Unique Drugs,Unique Targets,Drug Names,Target Name
C[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,,QRFCTGHFGGAYPCNGP,
Cc1ccsc1CN1CCC(N2Cc3cccc(C(N)=O)c3C2=O)CC1,,4-hydroxybenzoic acid,
Nc1nc(=O)n(C2OC(COP(=O)(O)OP(=O)(O)O[P+]([O-])(O)O)C(O)C2O)cc1[N+](=O)[O-],,PU-H71,
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)NCc1cccnc1,,Evodenoson,
C[C@@H](Nc1nc(-c2cccc(C(=O)NS(C)(=O)=O)c2)cnc1N)c1ccccc1,,Florfenicol,
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCCN1CCC(CO)CC1,,1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate,
C[N+](C)(CC#CCOC1=NOCC1)CCCCCCNC(=O)c1cn(Cc2ccccc2)c2cc(Cl)c(F)cc2c1=O,,ATL-2502,
O=C(Cc1ccc(-c2cnc3[nH]ncc3c2)cc1)Nc1cc(C2(C(F)(F)F)CC2)on1,,"US9725465, Example 15",
Cc1cc(C)c2cccc(OCc3c(Cl)ccc(S(=O)(=O)NC4(C(=O)N5CCN(C(=O)CCCCC[N+](C)(C)C)CC5)CCCC4)c3Cl)c2n1,,SB-409513,
COc1cc(CC(C)N)cc(OC)c1OC,,"3,4,5-TRIMETHOXYAMPHETAMINE",
O=C(NC1CCN(CC(F)(F)F)CC1)c1ccc(Oc2ccccc2)nc1,,Phosphonopyruvate,
O=C(Nc1ccc(OCC(=O)N2CCOCC2)cc1)c1ccccc1F,,Ricolinostat,
COc1nc2ccc([C@](O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1OC(C)C,,(4-Hydroxymaltosephenyl)Glycine,
O=c1[nH]cnc2c(CN3CCCC3)c[nH]c12,,Netazepide,
O=C(O)c1cc(Br)cc2c(=O)cc(-c3cccc(/C=C/c4ccc5ccccc5n4)c3)oc12,,3-Methoxybenzamide,
Cn1ccc2c3c(ccc21)N(C(=O)Nc1cccnc1)CC3,,Genz-10850,
Cc1ccc2cc(C(=O)Nc3cc(NC(=O)c4ccc5c(c4)COCC5)ccc3C)ccc2n1,,Naxifylline,
C[C@H](NC(=O)CNC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O,,N-acetyltyrosine,
O=C1CC[C@](CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1C1(C2CC2)CCCC1,,Dexlansoprazole,
CS(=O)(=O)N1CCN(C2CN(CC[C@]3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(CC4CC4)C3)C2)CC1,,6-hydroxydopa quinone,
O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccccc1,,Pipotiazine,
COc1ccc(C(=O)CSc2nnc(-c3ccc(OC)c(OC)c3)n2-c2ccccc2)cc1,,324052-32-6,
O=C1NC(=O)C(Cc2ccccc2)N1,,5-Benzylhydantoin,
O=C(N[C@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,,Fmoc-D-Tyr(PO3H2)-OH,
O=c1[nH]c(=O)c2[nH]c(=O)n(C[C@@H](O)[C@H](O)[C@H](O)CO)c2[nH]1,,3-{ISOPROPYL[(TRANS-4-METHYLCYCLOHEXYL)CARBONYL]AMINO}-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID,
CCN(CC)c1nc2scc(C)c2c(=O)o1,,4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide,
COc1ccc2c(c1)CCN(C)CCCc1ccccc1C2,,GSK-1521498,
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(CNC(N)=O)cc1)NC(=O)[C@H](Cc1ccc(NC(=O)[C@H]2CC(=O)NC(=O)N2)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O,,"METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL]AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE",
COc1cccc(NC(=O)NCCCOc2cccc(CN3CCCCC3)c2)c1,,4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide,
Nc1ncc2c(n1)-c1ccoc1CC2,,"5,6-dihydrofuro[2,3-h]quinazolin-2-amine",
c1ncc(CC2CCN(CCCOc3ccc(CN4CCCCC4)cc3)CC2)[nH]1,,Phenglutarimide,
CN1C(=O)[C@H]2CCC[C@H]2N(C2CCCC2)c2nc(Nc3ccc4ncccc4c3)ncc21,,OTX-008,
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@]1(C)CCCCCCCC[C@@](C)(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(C)C)NC1=O,,Balhimycin,
Cc1ccc(C[n+]2csc(CCO)c2C)c(N)n1,,13857-23-3,
CC(C(=O)O)N1C(=O)/C(=C2/C(=O)Nc3ccccc32)SC1=S,,928339-88-2,
Cc1ccc(F)c(CSc2nc3c(=O)[nH]c(N)nc3[nH]2)c1,,Acefylline,
CC(C)C[C@H](NC(=O)Cc1ccc(C(=O)O)c(OCCF)c1)c1ccccc1N1CCCCC1,,Guanine,
O=C1c2ccccc2NC(c2ccccc2F)N1CCOc1ccc(N2C(=O)c3ccccc3NC2c2ccccc2F)cc1,,"1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL",
CN(c1ncccc1CNc1ncnc2[nH]ccc12)S(C)(=O)=O,,Selenium (75Se) norcholesterol,
CC(=O)NCc1ccc(C[C@@H](NC(=O)[C@H](Cc2ccc(NC(=O)[C@H]3CC(=O)NC(=O)N3)cc2)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc2cccnc2)NC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(N)=O)cc1,,"2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid",
NC(=O)c1nnc2ccccc2c1N,,4-aminocinnoline-3-carboxamide,
c1ccc(Cn2c(-c3ccc(OC[C@H](C4CCNCC4)n4c(-c5ccccc5)nc5ccccc54)cc3)nc3ccccc32)cc1,,Deltarasin,
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,,etoposide,
C[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCC(=O)O)NC(=O)CN(C(=O)CCCCNC(=S)Nc2ccc3c(c2)C2(OC3=O)c3ccc(O)cc3Oc3cc(O)ccc32)CCCCC/C=C\CCCCCCN(CC(N)=O)C(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,,Zidovudine diphosphate,
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N2CCC[C@H]2C(=O)NCC(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)NCC(=O)N1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,NSFCRGRPGHFGGCYLF,
CC(C)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1,,Pantothenyl-Aminoethanol-Acetate Pivalic Acid,
CC(C)C[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CCNC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,,Dropropizine,
COc1ccc(CCNCC(O)COc2ccc(-c3nccn3C)cc2)cc1OC,,PSI-352938,
O=C(COc1ccccc1)N1CCOCC1,,4-Phenoxyacetylmorpholine,
N#Cc1c(-c2cc(Cl)ccc2Cl)cc(-c2cc(C3CCCCC3)ccc2O)[nH]c1=O,,Octopamine,
CC(C)CCCC1(C)CCc2cc(N)ccc2O1,,"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",
Cc1cc(C)c2cc1C(=O)NCCCCCOc1cccc(c1)Sc1cc-2nc(N)n1,,Hispidulin,
C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,,"17-alpha-Pregn-5-en-20-yne-3-beta,17-beta-diol",
CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)N)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCNC(=O)c1c(C(=O)ON2C(=O)CCC2=O)cccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)C(=O)O,,AVPIAQKSEK-FAM,
CCCCN(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)c1ncnc2c1nc(S(C)=O)n2C,,Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,
Nc1nc2[nH]c(SCc3cccc(Cl)c3)nc2c(=O)[nH]1,,"4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID",
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccnc4C)c3)c2cc1OC,,Oftasceine,
C[C@@H](Cc1ccccc1)NC[C@H](O)c1cc(O)cc(O)c1,,CRA_1801,
Cc1cc(OCC(=O)N2CCOCC2)cc(C)c1Cl,,[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid,
Nc1nc(-c2nc3ccccc3[nH]2)cs1,,"4-(1H-benzimidazol-2-yl)-1,3-thiazol-2-amine",
Cc1[nH]nc2c1C(c1cccc3nonc13)C1=C(CC(C)(C)CC1=O)N2,,Satavaptan,
CCn1c(/C=C/C=C2\N(C)c3ccccc3C2(C)C)[n+](CC)c2nc3ccccc3nc21,,(2E)-2-({(2S)-2-CARBOXY-2-[(PHENOXYACETYL)AMINO]ETHOXY}IMINO)PENTANEDIOIC ACID,
O=C(O)c1cc(-c2ccc(CNC(=S)c3ccc(Br)cc3)cc2)n(-c2ccc(Cl)c(Cl)c2)n1,,2-Amino-Vinyl-Phosphate,
Cc1cc(CC=Nc2cc(O)c3cccnc3c2O)cc(C)c1O,,Rifalazil,
CN1C[C@H](COC(=O)C2CC2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,,Befunolol,
COc1ccc(Cn2ccc(C)c(NC(=O)C(Cc3ccc(CC(=O)O)cc3)NC(C)=O)c2=O)cc1,,Difenpiramide,
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,,Phenindamine,
NCC(O)(c1ccccc1)c1ccc(F)cc1Cl,,3-Methylphenylalanine,
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)[C@H](CC(C)C)NC(=O)CCNC(=O)c1cc(N=C=S)ccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)C(=O)N[C@@H](CO)C(N)=O,,Oxybutynin,
NC(=O)c1cc[n+](CC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-],,Gemcitabine elaidate,
C/C=C(/C)C(=O)O[C@H]1C(C)=C2[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(O)[C@@H](OC(=O)CCC)C[C@](C)(OC(C)=O)[C@H]2[C@@H]1OC(=O)CCCCCCC,,thapsigargin,
CN(C)[C@H]1CN(Cc2c(F)cccc2Br)C[C@@H]1c1ccccn1,,Glycinamide Ribonucleotide,
COc1ccc(-c2[nH]c(=O)c3cc(F)ccc3c2OCCN)cc1F,,Piclidenoson,
COc1nc2ccccc2nc1C(=O)Nc1ccc(O)c(CN2CCCC2)c1,,Testosterone cypionate,
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3ccc(OCc4ccccc4)nc3)cc2)cc1,,Onvansertib,
O=S(=O)(CCCN1CCC(Cc2cnc[nH]2)CC1)c1ccccc1,,p-Coumaric acid,
O=C(NO)[C@@H]1O[C@H]2CN(Cc3ccccc3)C(=O)[C@@H]1O2,,3-Oxiran-2ylalanine,
Nc1nc2[nH]c(SCc3ccc(F)cc3)nc2c(=O)[nH]1,,"Biphenyl-2,3-Diol",
COc1ccccc1CN1C[C@H](c2cn(C)c3ccccc23)[C@@H](N(C)C)C1,,"(3r,4s)-1-[(2-Methoxyphenyl)methyl]-N,N-Dimethyl-4-(1-Methylindol-3-Yl)pyrrolidin-3-Amine",
CC(=O)c1cccc(NC(=O)c2c(-n3cnnn3)sc(C)c2C)c1,,"7-methyl-7,8-dihydroguanosine-5'-diphosphate",
Cn1ccnc1C(=O)Nc1cccnc1,,4-[3-carboxymethyl-3-(4-phosphonooxy-benzyl)-ureido]-4-[(3-cyclohexyl-propyl)-methyl-carbamoyl]butyric acid,
CC(=O)NCc1ccc(-c2scnc2C)cc1,,5-Exo-Hydroxycamphor,
CC(=C/C=C/C(C)=C/C(=O)O)/C=C1\CCCCc2ccccc21,,5-Phosphoribosyl-1-(Beta-Methylene) Pyrophosphate,
CC(C)c1ccccc1OCC(=O)N1CCOCC1,,ABL-001,
COc1cccc(OC)c1-c1cc(C)nc(N)n1,,hsp90_70,
Cc1ccc2c(c1)C(Nc1nc3ccccc3[nH]1)CCC2,,Iocarmic acid,
c1ccc(Cn2c(-c3ccc(OCC(CC4CCNCC4)n4c(-c5ccccc5)nc5ccccc54)cc3)nc3ccccc32)cc1,,PF-04991532,
CO[C@@H]1OC[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H]1OS(=O)(=O)[O-],,AZD-1656,
COc1ccccc1CN(C[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CN1CCN(c2ccccc2)CC1)C(C)=O,,Simvastatin,
O=C1Nc2ccccc2/C1=C1/SC(=S)N(C(Cc2ccc(O)cc2)C(=O)O)C1=O,,"Thiazolidinone core, 20",
Cc1c(Cc2cncnc2N)csc1CCO,,Daclatasvir,
Clc1ccc(CNCCCCCc2cnc[nH]2)cc1,,Ethyl ferulate,
C[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H]2CCCCN2C(=O)[C@@H]([C@H](C)O)NC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)c2cc3cc(c2)C(=O)NC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)O)CNC3=O,,2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE,
Cc1cc(Nc2nc(Sc3ccc(NC(=O)C4CC4)cc3)nn3cc(NC(=O)CCN4CCCCC4)cc23)[nH]n1,,Dihydro-alpha-ergocryptine,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(CF)CF)on4)c3)c2cc1OC,,4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile,
CCCN(CCc1ccc(Cl)c(Cl)c1)CC(O)c1cccnc1,,"6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE",
Cc1ccc(-c2ncc(OC[C@H]3CCNC3)cc2-c2ccc(C#N)cc2)cc1,,"2-(11-{2-[Benzenesulfonyl-(3-Methyl-Butyl)-Amino]-1-Hydroxy-Ethyl}-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-8-Yl)-Acetamide, Inhibitor 2",
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(F)F)nn4-c4ccccc4)c3)c2cc1OC,,"1-(3-(1,1-difluoroethyl)-1-phenyl-1H-pyrazol-5-yl)-3-(3-(6,7-dimethoxyquinazolin-4-yloxy)phenyl)urea",
c1ncc(CC2CCN(CCCOc3ccc(CCN4CCCCC4)cc3)CC2)[nH]1,,N-(1-PHENYL-PROPYL)-FORMAMIDE,
CCn1c2ccccc2c2cc(/C=C/c3ccc4ccccc4[n+]3CCCCCC(=O)NCCN)ccc21,,AZD-4547,
CCCCCCSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,,s-hexylglutathione,
C[n+]1c(CCCOc2ccc(Cl)cc2)cccc1CCCOc1ccc(Cl)cc1,,Isocitric Acid,
CC/C(C)=N\OCC(O)CNC(C)(C)C,,1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,
CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)C(C)C,,Tecadenoson,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(CF)CF)nn4-c4ccccc4)c3)c2cc1OC,,"2,5-DICHLORO-N-[5-METHOXY-7-(6-METHOXYPYRIDIN-3-YL)-1,3-BENZOXAZOL-2-YL]BENZENESULFONAMIDE",
Nc1ncc(-c2cncc(NS(=O)(=O)c3ccccc3)c2)cn1,,L-aminocarnityl-succinyl-leucyl-argininal-diethylacetal,
CC(=O)NCCCCCC(=O)N[C@H](CCCCN)C(=O)NCCCCCC(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(N)=O,,"(3R,4R,5R)-5-(HYDROXYMETHYL)-1-(3-PHENYLPROPYL)PIPERIDINE-3,4-DIOL",
COC(=O)c1c(C(=O)N2CCN(c3nc(N)c4cc(OC)c(OC)cc4n3)CC2)no[n+]1[O-],,CRA_10991,
CCCCSC(=O)C1CC(=O)NC(=O)C1,,2-Amino-3-(Diethoxy-Phosphoryloxy)-Propionic Acid,
CSc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,6-Methylmercaptopurine riboside,
COc1ccc(CCCNC(=O)c2coc(-c3ccc(/C(=C\CCCCC(=O)O)c4cccnc4)cc3)n2)cc1,,5-beta-D-ribofuranosylnicotinamide adenine dinucleotide,
CC(C)(C)OC(=O)N[C@H](CSCCC(=O)NCc1cccnc1)Cc1ccccc1,,Hydrogenobyrinic acid,
COc1cc2c(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCCCN1CCN(C)CC1,,Midecamycin,
COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(N)=O)c2cc(-c3cccs3)ccc2n1,,Ethosuximide,
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)c1ccccc1,,"Maltosyl-Alpha (1,4)-D-Gluconhydroximo-1,5-Lactam",
Cc1cccc(CN2CC(CCN3CC(N4CCOCC4)C3)(c3ccc(Cl)c(Cl)c3)CCC2=O)c1,,Censavudine,
O=C(Nc1ccncc1)C1c2ccccc2Oc2ccccc21,,N-(pyridin-4-yl)-9H-xanthene-9-carboxamide,
COC(=O)Cn1nc(-c2ccccc2)cc(-c2ccc3c(c2)OCO3)c1=O,,Tenapanor,
COc1ccc(CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(CC(=O)O)cc2)NC(=O)Cc2cccc3ccccc23)cc1,,Odanacatib,
C[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H]2CCCCN2C(=O)C[C@@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)c2cc3cc(c2)C(=O)NC[C@H](NC(=O)[C@@H](C)NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)O)CNC3=O,,Urea C-13,
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,,Rosuvastatin,
N#Cc1cc(C(=O)O)c(O)c(Br)c1N,,"(2S)-2-amino-3-phenylpropane-1,1-diol",
COc1cc2ncnc(Oc3ccc(F)c(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,,SGS-742,
COc1nc2ccc([C@@](O)(c3ccc(C(F)(F)F)nc3)C3CN(C(C)=O)C3)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,,"(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene",
CCCc1nc(N)ncc1C(=O)OCC,,Ethyl 2-amino-4-propylpyrimidine-5-carboxylate,
O=c1cc(-c2ccccc2)oc2cc(O)ccc12,,7-Hydroxyflavone,
Cc1nc(C(=O)N2CCC[C@H]2Cc2nnc(-c3ccccc3)o2)c(-c2ccccc2F)s1,,SB-674042,
Nc1cccc(OCC(=O)N2CCOCC2)c1,,184944-87-4,
Nc1nc(Nc2cccc(F)c2)c2[nH]cnc2n1,,PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE,
Cc1occ2c1C(=O)c1c(O)ccc(O)c1C2,,150045-18-4,
CC[C@H](C)[C@H](NC(=O)[C@@H](NC[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(=O)O,,85139-12-4,
O=C(O)c1cc(-c2ccc(C(=S)NCc3cccc(-c4ccc(C(=O)O)o4)c3)cc2)n(-c2ccc(Cl)c(Cl)c2)n1,,Clocortolone acetate,
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,,"(1R)-2-[(Diaminomethylene)amino]-1-{4-[(4R)-4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl]phenyl}ethyl nicotinate",
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCCCCCC2)cc1,,Glutathione S-atrazine,
NC(=NCCc1cnc[nH]1)NC(=O)CC(c1ccccc1)c1ccccc1,,UR-PG153,
Cc1ccc([C@H]2C(=O)N([C@H]3CC[C@H](N)CC3)[C@H]2c2ccc(C#N)cc2)cc1,,Henatinib,
CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)N(C)C(=O)CN(C)C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cccnc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCN=C(N)N)C(C)(C)S)[C@@H](C)O,,"(3R,4R)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-3-AMINE",
COCCNc1nc(-c2cccc(C(=O)O)c2)cnc1N,,Deutivacaftor,
COc1cc2nc(-c3ccc(CC(=O)Nc4cc(C5(C(F)(F)F)CC5)n[nH]4)c(F)c3)cnc2cc1OCCN1CCOCC1,,BMS-830216,
COc1ccc(CN(CCN(C)CCCCCCNC(=O)c2ccc(C(=O)O)c(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c2)c2ccccn2)cc1,,D-Glycero-D-Mannopyranose-7-Phosphate,
COc1ccc(CN(CCN(C)CCCCCCNC(=O)CCCCCNc2ccc([N+](=O)[O-])c3n[o+][n-]c23)c2ccccn2)cc1,,"(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",
CC(C)C(NC(=O)OCCCc1cnc[nH]1)C(C)C,,Iguratimod,
O=C(O)Cn1c2ccccc2c2nnc(S)nc21,,309283-89-4,
